レースコード,レース場,レース回,天気,風向,風速,波の高さ,スタンド距離,枠,体重,級別,全国勝率,全国2連対率,当地勝率,当地2連対率,モーター2連対率,ボート2連対率,展示タイム,順位,結果,3連複_結果,全国勝率_Zスコア,全国2連対率_Zスコア,当地勝率_Zスコア,当地2連対率_Zスコア,モーター2連対率_Zスコア,ボート2連対率_Zスコア,展示タイム_Zスコア
20240611FKO01,福岡,01R,晴,右横風,2.0,2.0,50.0,4,56,B1,3.97,16.67,4.6,20.0,35.38,32.76,6.96,4,0,0,-0.3174332463735801,-0.642885439226234,0.27256437836096153,-0.2419710352034022,0.26262220559043864,-0.24989176208355532,0.2531848417708636
20240611FKO02,福岡,02R,晴,右横風,3.0,3.0,50.0,4,59,B1,3.93,15.85,3.9,14.63,28.95,34.38,6.99,6,0,0,-0.5358345886166329,-0.5352803536420936,-0.047667616393398456,-0.5643677599206444,-0.6492842148227205,-0.4509763054011794,0.8770580193070495
20240611FKO03,福岡,03R,曇り,右横風,3.0,3.0,50.0,4,54,B1,4.51,21.15,4.62,17.78,32.14,32.89,6.95,2,0,1,0.009692661222800847,-0.29369980273285756,0.4834480014696507,-0.03931955593959278,0.04310509005494764,0.25153173519804367,-0.9128709291752811
20240611FKO04,福岡,04R,曇り,右横風,3.0,3.0,50.0,4,52,A2,5.32,40.0,6.09,45.45,17.65,30.88,7.0,5,0,0,-0.006386836855825176,0.39191907500827144,0.6173009250880854,0.9267425660342997,-1.479963724309786,0.14478689743513354,0.9680365087282938
20240611FKO05,福岡,05R,曇り,右横風,2.0,2.0,50.0,4,53,B2,2.54,7.23,1.89,0.0,25.86,27.42,7.01,5,0,0,-1.5022470206097818,-1.4277234270274743,-1.333971038325063,-1.213829937406622,-0.6172746107336472,-0.4283424831602371,1.0259783520851606
20240611FKO06,福岡,06R,曇り,右横風,3.0,3.0,50.0,4,55,A2,5.66,36.29,5.5,34.09,30.56,31.43,6.97,4,0,0,0.19270599971026425,0.16124036891837876,0.5293084867906557,0.5194771198893552,0.49981956538633293,-0.7501497623763367,0.04428074427698827
20240611FKO07,福岡,07R,曇り,右横風,2.0,2.0,50.0,4,55,B1,3.36,15.48,2.14,1.72,29.41,26.0,7.0,5,0,0,-1.0923820238812905,-0.7940981400219532,-0.5858448306841656,-0.721088621989582,-0.6227723632391887,-1.5689588158830485,0.400384023394692
20240611FKO08,福岡,08R,曇り,右横風,2.0,2.0,50.0,4,52,B1,4.3,18.45,4.77,26.19,32.47,38.46,7.02,5,0,0,-0.9773862709671435,-0.9122867643942075,-1.2031579609212137,-1.4476835860049462,0.3673935336363765,-0.18354063497781722,1.5351585962158671
20240611FKO09,福岡,09R,晴,右横風,2.0,2.0,50.0,4,51,A2,5.54,34.33,6.44,55.56,30.77,43.55,6.98,3,0,1,0.47915937950651644,0.26451237919764914,0.9586462397081164,1.4410592833686524,-0.30068175446978596,1.1391712753053589,-0.23142196702323217
20240611FKO10,福岡,10R,晴,右横風,2.0,2.0,50.0,4,56,A2,5.5,30.97,5.29,28.57,21.57,21.31,6.97,6,0,0,0.2028366994349119,-0.17332234811025665,0.4107064779957352,0.19122128172143252,-0.27379235621444614,-0.5508673981754699,1.1070186069250967
20240611FKO11,福岡,11R,晴,右横風,2.0,2.0,50.0,4,52,A2,6.45,49.02,0.0,0.0,30.14,29.73,6.96,5,0,0,1.3759455929023228,1.2579877128980197,-2.0319231283562105,-1.884951359242995,0.519405466877645,-0.6777893935813539,0.30181636371956977
20240611FKO12,福岡,12R,曇り,右横風,2.0,2.0,50.0,4,52,A1,6.51,52.55,6.74,53.94,39.71,32.86,6.99,6,0,0,-0.10918119383498269,0.39943175802116593,0.9101698143253789,0.6483002458359846,1.3538112550055887,-0.26537966167580695,0.8856148855400873
20240611TKY01,徳山,01R,曇り,追い風,1.0,1.0,45.0,4,55,B1,5.36,38.1,0.0,0.0,0.0,37.65,7.13,6,0,0,0.8349791257827799,1.0893102861687587,-1.9695421746455906,-1.8348792647808514,-0.8968652080586162,0.6937328535547597,1.1901318776002163
20240611TKY02,徳山,02R,曇り,追い風,1.0,1.0,45.0,4,47,B1,5.54,34.43,5.05,36.9,50.0,40.0,7.0,4,0,0,-0.2442000050012152,-0.20293490469627926,-0.7173514368389562,-0.4475367891183381,0.8679397079850445,0.695046620940712,-1.5268944138543867
20240611TKY03,徳山,03R,曇り,追い風,1.0,1.0,45.0,4,53,A2,5.37,34.41,3.6,15.09,55.56,35.63,6.99,2,0,1,0.30634897585062715,0.30623277704007335,-0.04699279139060237,-0.32974141575448945,1.5650437807904878,0.41789097636105327,-1.3581203681740002
20240611TKY04,徳山,04R,曇り,追い風,2.0,2.0,45.0,4,54,B1,5.16,31.07,5.65,39.53,0.0,19.77,7.02,3,0,1,-0.15303285383217263,-0.2561560111788749,-0.09553791299638952,0.10139733643694657,-1.25031158552244,-1.4806158578532163,-1.107018606925133
20240611TKY05,徳山,05R,曇り,右横風,2.0,2.0,45.0,4,54,B1,5.25,33.33,5.27,36.36,33.33,25.58,7.09,3,0,1,0.2187943742326734,0.23515287799287482,0.20076671331147178,0.19599746965122794,1.1475514098511146,-1.3193439270669973,0.19316685232155714
20240611TKY06,徳山,06R,曇り,右追い風,1.0,1.0,45.0,4,56,B1,4.52,18.89,5.05,36.36,40.0,33.33,7.12,2,0,1,-0.6214797926250734,-0.9354378393559052,-0.2774863265980415,0.3887221683258906,1.066003581778052,-0.3300889585040558,0.7100469468047054
20240611TKY07,徳山,07R,曇り,追い風,1.0,1.0,45.0,4,53,A2,5.34,33.33,5.28,33.33,22.22,36.78,7.09,2,0,1,0.41076566892566413,0.3273225637837769,0.6975099649710503,0.5350334477735349,-0.09775719465368213,0.536135586965639,0.17175134664318636
20240611TKY08,徳山,08R,晴,右追い風,2.0,2.0,45.0,4,56,B1,5.06,28.13,5.48,31.03,55.56,37.65,7.13,4,0,0,-0.3231355579260698,-0.5266934677265536,0.22793460286407355,-0.27533660596100923,0.9257966030809975,0.8013171100871728,1.0673521004472262
20240611TKY09,徳山,09R,晴,右追い風,2.0,2.0,45.0,4,44,B1,4.16,21.51,2.13,12.5,36.36,35.8,7.02,3,0,1,-1.3030789875957685,-1.0432179994928554,-0.7832599210326695,-0.7976591721851686,0.8157969185875655,0.7980681949259774,-1.258741365238085
20240611TKY10,徳山,10R,晴,右追い風,2.0,2.0,45.0,4,52,A2,5.7,38.81,5.54,39.13,0.0,35.23,7.14,3,0,1,0.6097034783366201,0.4928077430987343,0.3317177996882131,0.11270481322303068,-0.8463839884960654,0.40290414984202055,0.9562358659913874
20240611TKY11,徳山,11R,晴,右追い風,3.0,3.0,45.0,4,47,B1,4.63,25.0,2.29,0.0,0.0,35.63,7.05,6,0,0,-0.6459854701757161,-0.7999462176678042,-0.7196079102607591,-1.2113532268885179,-0.5976143046671969,0.042159143914117014,-0.8115430675802879
20240611TKY12,徳山,12R,晴,右追い風,2.0,2.0,45.0,4,52,A2,6.6,52.5,6.33,33.33,0.0,46.51,7.06,5,0,0,0.4236577827445702,0.6969188449444824,0.5428454106135259,0.1136658109008103,-0.8770327129982413,1.4301013269972251,-0.45042643182833547
20240611MYJ01,宮島,01R,曇り,左横風,3.0,3.0,40.0,4,52,A1,6.9,46.4,6.5,37.5,37.64,35.88,6.8,5,0,0,0.5866928962244079,-1.3381507951609122,0.07280558385491014,-1.293508834506804,1.6414877797734089,0.3507431597814407,0.5326236412913257
20240611MYJ02,宮島,02R,曇り,左向かい風,2.0,2.0,40.0,4,51,A1,6.58,47.37,7.25,53.37,27.66,29.89,6.8,1,1,1,-0.9091798351313354,-0.675626266296696,0.3817407630830952,0.5644022253565778,-1.060288278087271,-0.8222521909195362,0.5083687820523601
